user,platform,tunnel_in,tunnel_out,amount,type1,ip,type2,ip_3,tm_diff
5,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,136134,19d44f1a51919482,27687f27c65f2ec2,11a213398ee0c623,dbeb2cdc04b92500,2582441
5,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,42553,19d44f1a51919482,27687f27c65f2ec2,11a213398ee0c623,dbeb2cdc04b92500,2365602
5,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,19d44f1a51919482,27687f27c65f2ec2,11a213398ee0c623,dbeb2cdc04b92500,2365602
5,71b24e4fd9a658ee,b2e7fa260df4998d,6ee790756007e69a,36689,33e9d4cef01499e1,ip_nan,2a2edd435db5ac70,ip_3_nan,2562211
5,71b24e4fd9a658ee,b2e7fa260df4998d,6ee790756007e69a,120698,33e9d4cef01499e1,ip_nan,2a2edd435db5ac70,ip_3_nan,2562211
5,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,54093,443b0fd0860c21b6,27687f27c65f2ec2,11a213398ee0c623,dbeb2cdc04b92500,2670743
5,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,131360,443b0fd0860c21b6,27687f27c65f2ec2,11a213398ee0c623,dbeb2cdc04b92500,2562161
5,71b24e4fd9a658ee,b2e7fa260df4998d,6ee790756007e69a,32496,8adb3dcfea9dcf5e,ip_nan,2a2edd435db5ac70,ip_3_nan,2562211
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,25820,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2151531
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,25163,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,1720263
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,25862,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2670836
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,32240,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,941766
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,25163,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,809929
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,35211,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,1115555
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,32496,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2562211
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,120698,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2562211
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,36689,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,746857
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,36689,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,747156
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,33728,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,508301
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,33728,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,508373
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,27758,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2582434
5,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,25352,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2365630
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,19d44f1a51919482,1a088d7ffe5fa4aa,11a213398ee0c623,bf27eff31da34c51,1864817
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,19d44f1a51919482,45e2d8cd409f1070,11a213398ee0c623,fa6f3ac48a7dd0cd,1115919
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,34914,19d44f1a51919482,732a4423330b8845,11a213398ee0c623,d224d5a55744e40d,1890589
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,19d44f1a51919482,ca805d5391d72b4c,11a213398ee0c623,a27dcbceeb50b6b9,692835
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,19d44f1a51919482,ca805d5391d72b4c,11a213398ee0c623,a27dcbceeb50b6b9,692810
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,19d44f1a51919482,732a4423330b8845,11a213398ee0c623,d224d5a55744e40d,1753771
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,35980,19d44f1a51919482,732a4423330b8845,11a213398ee0c623,d224d5a55744e40d,1753771
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27135,19d44f1a51919482,732a4423330b8845,11a213398ee0c623,d224d5a55744e40d,1753771
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,19d44f1a51919482,b2b371418b9e1588,11a213398ee0c623,9a6c0b3ac75ac7da,1643361
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,34914,19d44f1a51919482,3c16a316b0443a45,11a213398ee0c623,bf27eff31da34c51,1266405
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,48201,19d44f1a51919482,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2358759
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,19d44f1a51919482,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2358759
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,42296,19d44f1a51919482,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2358759
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25923,19d44f1a51919482,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2359798
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,30746,19d44f1a51919482,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2360514
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,30567,19d44f1a51919482,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2360514
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,42553,19d44f1a51919482,b2b371418b9e1588,11a213398ee0c623,9a6c0b3ac75ac7da,1817928
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,19d44f1a51919482,ip_nan,11a213398ee0c623,ip_3_nan,1864817
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27565,19d44f1a51919482,1a088d7ffe5fa4aa,11a213398ee0c623,bf27eff31da34c51,1864817
6,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,36689,33e9d4cef01499e1,7c1c4c33fc104516,2a2edd435db5ac70,23b9793aa7b6d48f,415722
6,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,71039,33e9d4cef01499e1,7c1c4c33fc104516,2a2edd435db5ac70,23b9793aa7b6d48f,415722
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27105,443b0fd0860c21b6,732a4423330b8845,11a213398ee0c623,d224d5a55744e40d,1753675
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,48351,443b0fd0860c21b6,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2358727
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25765,443b0fd0860c21b6,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2358863
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,278525f5c5bfb981,11a213398ee0c623,23b9793aa7b6d48f,1116171
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,278525f5c5bfb981,11a213398ee0c623,23b9793aa7b6d48f,1116153
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,278525f5c5bfb981,11a213398ee0c623,23b9793aa7b6d48f,1116134
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,ca805d5391d72b4c,11a213398ee0c623,a27dcbceeb50b6b9,692878
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,ca805d5391d72b4c,11a213398ee0c623,a27dcbceeb50b6b9,692902
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,b2b371418b9e1588,11a213398ee0c623,9a6c0b3ac75ac7da,1643494
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,b2b371418b9e1588,11a213398ee0c623,9a6c0b3ac75ac7da,1643513
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,b2b371418b9e1588,11a213398ee0c623,9a6c0b3ac75ac7da,1643463
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,b2b371418b9e1588,11a213398ee0c623,9a6c0b3ac75ac7da,1643480
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2359838
6,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,dcbb1d28eef56da3,11a213398ee0c623,18f0419e14f0387a,2359854
6,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,25194,8adb3dcfea9dcf5e,7c1c4c33fc104516,2a2edd435db5ac70,23b9793aa7b6d48f,415722
6,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,36689,8adb3dcfea9dcf5e,7c1c4c33fc104516,2a2edd435db5ac70,23b9793aa7b6d48f,415722
6,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,38380,dde9095123fb6968,ip_nan,a906ce5a502c748e,ip_3_nan,1094720
6,cc79bc9b7f4885de,9c5701005a2d85bd,b131ac74aa38a121,25315,e5cd41dfa47665b1,863dfd1764849581,type2_nan,20fd2c50a35e0a5f,506286
6,cc79bc9b7f4885de,9c5701005a2d85bd,b131ac74aa38a121,25315,e5cd41dfa47665b1,ca805d5391d72b4c,type2_nan,a27dcbceeb50b6b9,510886
6,cc79bc9b7f4885de,9c5701005a2d85bd,b131ac74aa38a121,25315,e5cd41dfa47665b1,1dc77d333ded9776,type2_nan,bdcca0da1d606e6c,1371279
6,cc79bc9b7f4885de,9c5701005a2d85bd,b131ac74aa38a121,25315,e5cd41dfa47665b1,dcbb1d28eef56da3,type2_nan,18f0419e14f0387a,2359790
6,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,30746,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,2671560
6,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,71039,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,415723
6,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,25194,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,415723
6,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,30746,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,1509269
6,42573d7287a8c9c2,tunnel_in_nan,6ee790756007e69a,30746,f67d4b5a05a1352a,ip_nan,type2_nan,ip_3_nan,1503062
6,cc79bc9b7f4885de,9c5701005a2d85bd,b7d118ea277c44e1,38380,fc4eca960f6c690c,2a94dfa1feefcbf4,type2_nan,f3b379115e400399,814702
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,38409,19d44f1a51919482,ip_nan,11a213398ee0c623,ip_3_nan,69596
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,38320,19d44f1a51919482,ip_nan,11a213398ee0c623,ip_3_nan,69596
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,24889,19d44f1a51919482,ip_nan,11a213398ee0c623,ip_3_nan,69664
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27595,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,58490
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,1054871,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,58490
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,528379,19d44f1a51919482,0fc8af096b9d9f8e,11a213398ee0c623,7820458525a407d7,1456796
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,19d44f1a51919482,0fc8af096b9d9f8e,11a213398ee0c623,7820458525a407d7,1456796
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1751440
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1751405
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,19d44f1a51919482,417d1f9f3ed00887,11a213398ee0c623,a061ae78523007ad,2538545
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,48351,19d44f1a51919482,417d1f9f3ed00887,11a213398ee0c623,a061ae78523007ad,2538545
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,43950,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,2129096
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25620,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,2129096
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,42402,19d44f1a51919482,4b39b92654c9026a,11a213398ee0c623,591d8bb51efc2874,682908
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,24865,19d44f1a51919482,4b39b92654c9026a,11a213398ee0c623,591d8bb51efc2874,682908
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,535236,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1542100
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25023,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1542100
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25620,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,2067102
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,42844,19d44f1a51919482,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,2067102
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,99674,19d44f1a51919482,417d1f9f3ed00887,11a213398ee0c623,a061ae78523007ad,2283027
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,47403
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,130297,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,47403
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,205246,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,48896
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,48896
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,26336,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,51401
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,287839,19d44f1a51919482,c2f16344b37df814,11a213398ee0c623,46044255979a71c0,51401
7,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,27740,33e9d4cef01499e1,0fc8af096b9d9f8e,2a2edd435db5ac70,7820458525a407d7,1117174
7,71b24e4fd9a658ee,b2e7fa260df4998d,6ee790756007e69a,30746,33e9d4cef01499e1,acf1223c49355ea5,2a2edd435db5ac70,e4bb54ababa47c47,1749713
7,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,33728,33e9d4cef01499e1,0fc8af096b9d9f8e,2a2edd435db5ac70,7820458525a407d7,1117174
7,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,30746,33e9d4cef01499e1,0506b507631ba2a0,2a2edd435db5ac70,e4bb54ababa47c47,2353715
7,71b24e4fd9a658ee,b2e7fa260df4998d,4c8524fb01d8b204,30746,33e9d4cef01499e1,0506b507631ba2a0,2a2edd435db5ac70,e4bb54ababa47c47,2353786
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,26530,443b0fd0860c21b6,07827e3fe090b146,11a213398ee0c623,f71bd6b66c00bf1c,69574
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,443b0fd0860c21b6,6d0cbe77b030ea8b,11a213398ee0c623,f71bd6b66c00bf1c,61378
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,42553,443b0fd0860c21b6,4b39b92654c9026a,11a213398ee0c623,591d8bb51efc2874,682874
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,54093,45a1168437c708ff,ip_nan,11a213398ee0c623,ip_3_nan,927344
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,522217,45a1168437c708ff,ip_nan,11a213398ee0c623,ip_3_nan,927344
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,282595,45a1168437c708ff,ip_nan,11a213398ee0c623,ip_3_nan,1838820
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,36689,45a1168437c708ff,ip_nan,11a213398ee0c623,ip_3_nan,1838820
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,674e8d5860bc033d,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1751554
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,39630,674e8d5860bc033d,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1751554
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,41969,674e8d5860bc033d,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1751610
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,acf1223c49355ea5,11a213398ee0c623,e4bb54ababa47c47,1751610
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,27740,674e8d5860bc033d,7549802a759f79cb,11a213398ee0c623,f71bd6b66c00bf1c,2537070
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,41969,674e8d5860bc033d,3ab028a85f52a6c0,11a213398ee0c623,cff40878303558c4,1784366
7,46c69cbbce5f1568,b2e7fa260df4998d,6ee790756007e69a,25315,674e8d5860bc033d,3ab028a85f52a6c0,11a213398ee0c623,cff40878303558c4,1784366
